Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?"
22/12/2018 2:59:34,Paid Gacha Only,,,,,,,,,,,,,,,,Mordred,"Gilgamesh, Artoria Pendragon [Archer]",Scathach,,"Tamamo-no-mae, Merlin",Jack the Ripper,"Florence Nightingale, Minamoto no Raikō",,,Yes,More than 15 months,9,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:00:41,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scathach, Karna",,,,"Sakata Kintoki, Vlad III",,,Yes,Between 12 and 15 months,4,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:01:18,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride]","Orion, Artoria Pendragon [Archer], Ishtar","Scathach, Karna, Enkidu","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Merlin",Cleopatra,Vlad III,,Jeanne D'arc [Alter],Yes,More than 15 months,17,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:01:20,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,Artoria Pendragon [Archer],"Scathach, Karna",,Tamamo-no-mae,MHX,Cu Chulainn [Alter],Amakusa Shirou,Edmond Dantes,No,More than 15 months,10,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:02:44,Paid Gacha Only,,,,,,,,,,,,,,,,,,,Iskandar,Merlin,,Florence Nightingale,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,5,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:03:02,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride]","Nikola Tesla, Arjuna, Artoria Pendragon [Archer]",,Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Merlin",,"Vlad III, Florence Nightingale",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,20,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:03:18,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]",,,,,,Sakata Kintoki,Amakusa Shirou,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,6,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:05:34,F2P,,Arjuna,Scathach,,,,,,,No,Between 1 and 3 months,3,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:07:28,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Okita Souji, Mordred, Ryougi Shiki",Arjuna,Tamamo no Mae [Lancer],,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Illyasviel von Einzbern","Shuten Douji, Cleopatra",Cu Chulainn [Alter],Jeanne D'arc,,Yes,More than 15 months,16,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:09:43,Paid Gacha Only,,,,,,,,,,,,,,,,Nero Claudius [Bride],,,Ozymandias,Merlin,,Cu Chulainn [Alter],Jeanne D'arc,,Yes,Between 6 and 12 months,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:10:41,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,Artoria Pendragon [Archer],"Scathach, Karna",Francis Drake,"Tamamo-no-mae, Merlin",,Vlad III,,Jeanne D'arc [Alter],No,More than 15 months,10,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:11:30,F2P,Ryougi Shiki,Artoria Pendragon [Archer],Tamamo no Mae [Lancer],,,,,,,,Between 6 and 12 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:13:42,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred","Orion, Arjuna, Artoria Pendragon [Archer]",Scathach,Quetzalcoatl,"Zhuge Liang [El-Melloi II], Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Cleopatra",Vlad III,,Edmond Dantes,No,More than 15 months,21,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:14:05,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Orion, Nikola Tesla, Ishtar",Scathach,"Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Merlin","Shuten Douji, Cleopatra",Vlad III,,Edmond Dantes,No,More than 15 months,17,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:14:38,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Ryougi Shiki","Gilgamesh, Orion, Nikola Tesla, Artoria Pendragon [Archer], Ishtar","Scathach, Brynhildr","Francis Drake, Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","Shuten Douji, Cleopatra","Sakata Kintoki, Vlad III, Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],Yes,Between 12 and 15 months,44,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:15:25,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred","Arjuna, Artoria Pendragon [Archer], Ishtar","Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu",,"Tamamo-no-mae, Illyasviel von Einzbern, Merlin",Jack the Ripper,"Vlad III, Minamoto no Raikō",,Jeanne D'arc [Alter],No,Between 6 and 12 months,28,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:15:47,F2P,,,,Ozymandias,,,,,,No,Between 6 and 12 months,1,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:15:54,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred","Orion, Ishtar",Tamamo no Mae [Lancer],Francis Drake,"Leonardo Da Vinci, Illyasviel von Einzbern","Jack the Ripper, Shuten Douji, Cleopatra",Florence Nightingale,Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,15,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:16:42,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Nero Claudius [Bride]","Gilgamesh, Orion",Tamamo no Mae [Lancer],Francis Drake,"Zhuge Liang [El-Melloi II], Merlin",Jack the Ripper,Cu Chulainn [Alter],,Jeanne D'arc [Alter],Yes,More than 15 months,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:16:59,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride]","Arjuna, Artoria Pendragon [Archer], Ishtar","Karna, Artoria Pendragon [Lancer], Enkidu","Queen Medb, Iskandar, Ozymandias","Tamamo-no-mae, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin",,"Sakata Kintoki, Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,28,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:17:38,F2P,,Arjuna,,,Merlin,Jack the Ripper,Minamoto no Raikō,,,Yes,Between 6 and 12 months,4,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:20:56,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Nero Claudius [Bride], Ryougi Shiki","Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Karna, Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin","Jack the Ripper, Cleopatra","Vlad III, Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],Yes,More than 15 months,49,No,Male,,,,Between 41 and 70,,,No
22/12/2018 3:22:02,F2P,,,,,,,,,,Yes,Between 6 and 12 months,0,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:22:26,F2P,,,,,Merlin,,,Jeanne D'arc,Jeanne D'arc [Alter],No,Between 3 and 6 months,3,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:25:25,Paid Gacha Only,,,,,,,,,,,,,,,,,Orion,,,,,,,,Yes,Between 6 and 12 months,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:26:57,F2P,,Artoria Pendragon [Archer],,,,Jack the Ripper,,,,No,Between 3 and 6 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:28:32,F2P,Nero Claudius [Bride],"Orion, Ishtar",Tamamo no Mae [Lancer],,,Shuten Douji,Florence Nightingale,,,Yes,Between 6 and 12 months,6,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:29:16,Paid Gacha Only,,,,,,,,,,,,,,,,,Orion,,Queen Medb,,,,,,Yes,Between 12 and 15 months,13,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:29:49,Paid Gacha Only,,,,,,,,,,,,,,,,,,,Francis Drake,,,,,,No,Between 3 and 6 months,1,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:29:58,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon [Archer],,,"Zhuge Liang [El-Melloi II], Merlin",,,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,11,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:31:22,F2P,,Ishtar,"Tamamo no Mae [Lancer], Enkidu",Ozymandias,,Cleopatra,,,,Yes,Between 3 and 6 months,6,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:34:53,F2P,Altera,Artoria Pendragon [Archer],,,Merlin,Cleopatra,,Jeanne D'arc,Jeanne D'arc [Alter],No,Between 6 and 12 months,,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:36:09,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],"Orion, Nikola Tesla",,"Francis Drake, Iskandar","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",,Florence Nightingale,,Jeanne D'arc [Alter],No,More than 15 months,12,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:36:17,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]","Gilgamesh, Artoria Pendragon [Archer]","Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Merlin",Jack the Ripper,"Florence Nightingale, Minamoto no Raikō",,Jeanne D'arc [Alter],No,Between 3 and 6 months,25,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:40:16,F2P,Nero Claudius [Bride],"Gilgamesh, Arjuna, Artoria Pendragon [Archer]",Enkidu,"Francis Drake, Queen Medb, Ozymandias",Merlin,,Vlad III,,Jeanne D'arc [Alter],No,More than 15 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:40:52,Paid Gacha Only,,,,,,,,,,,,,,,,Ryougi Shiki,Arjuna,Enkidu,,,,Vlad III,,,Yes,Between 6 and 12 months,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:40:54,F2P,,Ishtar,,,"Tamamo-no-mae, Merlin","Shuten Douji, Cleopatra",,,,Yes,Between 3 and 6 months,5,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:42:44,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride]","Orion, Nikola Tesla, Artoria Pendragon [Archer]","Tamamo no Mae [Lancer], Enkidu",Ozymandias,"Zhuge Liang [El-Melloi II], Merlin",,"Sakata Kintoki, Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],No,Between 12 and 15 months,22,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:42:48,F2P,,,Brynhildr,,Merlin,,,,,No,Between 6 and 12 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:43:51,F2P,"Altera, Nero Claudius [Bride]",Orion,Artoria Pendragon [Lancer],,Zhuge Liang [El-Melloi II],Jack the Ripper,Vlad III,Jeanne D'arc,,No,Between 6 and 12 months,9,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:45:01,F2P,"Artoria Pendragon, Ryougi Shiki","Orion, Nikola Tesla","Brynhildr, Artoria Pendragon [Lancer]",,,,Sakata Kintoki,Jeanne D'arc,,No,More than 15 months,11,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:47:58,F2P,,,,,"Illyasviel von Einzbern, Merlin",,,,,No,Between 6 and 12 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:48:05,F2P,Nero Claudius [Bride],,Enkidu,Ozymandias,Illyasviel von Einzbern,,,,,Yes,Between 3 and 6 months,5,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:48:55,F2P,,Orion,,,,MHX,,,,No,More than 15 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:50:03,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred","Orion, Arjuna, Artoria Pendragon [Archer]",Scathach,"Queen Medb, Quetzalcoatl","Zhuge Liang [El-Melloi II], Illyasviel von Einzbern","Jack the Ripper, Cleopatra",Vlad III,,Jeanne D'arc [Alter],No,More than 15 months,17,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:50:09,Paid Gacha Only,,,,,,,,,,,,,,,,Mordred,Orion,,Ozymandias,Merlin,,,,"Jeanne D'arc [Alter], Edmond Dantes",No,Between 12 and 15 months,7,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:52:02,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride]",Orion,"Scathach, Brynhildr","Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Merlin",Shuten Douji,"Vlad III, Cu Chulainn [Alter], Florence Nightingale","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",Yes,More than 15 months,29,No,Male,,Between 21 and 40,,,,,No
22/12/2018 3:52:21,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji, Mordred","Gilgamesh, Arjuna","Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",Ozymandias,"Zhuge Liang [El-Melloi II], Xuanzang, Merlin",,"Vlad III, Florence Nightingale",Jeanne D'arc,Jeanne D'arc [Alter],No,Between 12 and 15 months,20,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:53:09,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Ryougi Shiki","Gilgamesh, Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer], Ishtar","Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Iskandar, Ozymandias","Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","MHX, Shuten Douji","Vlad III, Florence Nightingale",Jeanne D'arc,Jeanne D'arc [Alter],No,Between 12 and 15 months,25,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:53:14,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Nero Claudius [Bride], Ryougi Shiki","Gilgamesh, Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu","Francis Drake, Queen Medb, Iskandar, Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern, Merlin","Jack the Ripper, Shuten Douji, Cleopatra","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],No,Between 6 and 12 months,59,No,Male,,,Between 41 and 70,,,,No
22/12/2018 3:54:07,Paid Gacha Only,,,,,,,,,,,,,,,,Altera,"Orion, Ishtar",,,Merlin,,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,7,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:54:49,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride], Ryougi Shiki","Nikola Tesla, Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin",Cleopatra,"Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],No,More than 15 months,38,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 3:56:13,F2P,Artoria Pendragon,Arjuna,,,"Zhuge Liang [El-Melloi II], Merlin",Cleopatra,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],No,Between 12 and 15 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 4:02:43,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride]",,"Scathach, Karna, Tamamo no Mae [Lancer]",Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",,Minamoto no Raikō,Jeanne D'arc,,Yes,More than 15 months,14,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 4:02:55,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Nikola Tesla,,,,Shuten Douji,,,,Yes,Between 6 and 12 months,3,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2018 4:03:17,Paid Gacha Only,,,,,,,,,,,,,,,,,,,Francis Drake,,,,,,Yes,Between 6 and 12 months,3,No,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
